review_text_clean,sentimen
bujank uang nyangkut gak dibukak apknya tolong dibenerin min,negatif
lantan pakai aplikasi dana,netral
ok n best pokok lancar jaya n kendala,positif
tf my bini ribu terima ribu tolong nya fatal,netral
pny q mah g da dana pinjamny sdh d update jg,netral
simplel sat set,netral
lucu teran saksi sendri jdi hilang duit nya gimanah nih aplikasi,negatif
oke bgt tlg luas lg meenunyaa,positif
tolong min slalu penuh aja klo transaksi iya sllu susah klo pake quiris penuh kadang muter aja gak transaksi asa gak gin coba baik min biar sllu trnsaksi,negatif
aplikasi skarang ngak buka,netral
percaya lgi aplikasi kli hilang juta yg hilang nya lindung nyata nya aja colong orang kli bantu ana balas komputur bolak aplikasi tanggung,negatif
uang hilang ga tanggung dana chat admin ana belibet muter ga solusi apk sampah ga percaya,negatif
apk jelekk transaksi eror muluu,netral
gabisa yaa udh dicatet nomernya yg,negatif
limit topup nyusahin gilir bayar cicil susah,negatif
nggak masuk ya dana nya,negatif
halo min pindah akun saldo dana nomor login nomor dana aktif kode otp tolong beritahu langkah ambil,netral
mohon tingkat aman data pribadi guna,positif
tolong baik fitur dana tarik nya kendala,netral
dana maling saldo akun blokir lapor cs dana akun dana bosa aktif saldo kembali dana maling gugat cs dana payah banget akun dana blokir gk bantu alamat email no hp tetep aja akun dana gk login saldo nya layan cs buruk kecewa banget,negatif
aplikasi hak menapatkan bintang,netral
aplikasi dana ribet fitur dana cicil kayak ngajuin pinjam miliar ribetnya,negatif
dana layan ngelapor klu tipu uang gak kerja nya yg ngirim uang ngelapor rat tipu banya ituh bingung kali nya transaksi aplikasi dana gak kerja nya untung aja,negatif
dana gak masuk nomor ponsel noyiv dana tanggap mohon baik memori aplikasi dikit tp knpa gitu kemaren mohon baik,negatif
aju pinjam dana cicil fiturnya ga muncul mohon bantu,negatif
mohon bantu login akun dana perangkat hilang dana aktif passkey login pasu kunci sandi perangkat kunci sandi perangkat pakai pakai kunci sandi perangkat coba scan qr kunci sandi perangkat pakai akun google yg kait dana passkey,negatif
no servis centernya donk no wa sms expride yg hrs aq laku,netral
kecewa berat aplikasi nya akun tangguh pas kirim uang ortu,negatif
aplikasi bgus tdi kendala sebentar skrg bener terimakasih admin dana,positif
nabung aman gak pake bunga lg sipp pokokmen sukses aplikasi dana,positif
hati nyimpan uang dana gak aman misa bisa uang ku habis kek gitu transaksi otomatis duit hilang ribu udh uang cod paket suami uang customer paket spx loh yg rugi tolol rugi ganti uang tf an buyer mes paket suami nyimpan uang dana ga aman aneh kau balikin uang aja gabisa dana aman hilang uang loh,negatif
apk dana bagus suka apk dana,positif
bantu lancar urus,positif
akun gak buka bos,negatif
dana ga tau knp beku masukin uang rbu uang ojek suruh kirim video ga dana yg bener aja ga ganti nomor ga kasih pin kasih link orng uang butuh banget kerja keras iya uang ga ambil,negatif
uang lenyap bak tel bumi hangus history terang buang buang duit doang pake apk pokok gak ikhlas,negatif
tools affilate dana aplikasi dana ya tolong coba baik min,netral
bantu la yg gk rekening bank,netral
thank dana emang ok proses no hp yg hilang respon sat set,negatif
sebernya bantu transaksi dana cicil ni fungsi nya sih buka layar putih doang bug bug tlong baik cepat terima kasih,negatif
aplikasi dana instant gak muncul ya,negatif
dana cicil blum sedia,netral
aplikasi dana gimana si coba nabung emas emas buka ni minn udah lumayan,positif
kartu hilang ngk login otp via wa sms dana viz gmail sdh taut solusi,negatif
ka adain dana wrapped,netral
proses isi atm sulit tolong bantu,negatif
pinjam dana darurat,netral
login dana games kagak verif,netral
mantapp singkat mudah,positif
rong minggu ga iso login dana eror lek,negatif
uang sedot dana k nggak langgan aplikasi nggak banget sih,negatif
aga ga bagus kali top up dana nya ga masuk top up nya lumayan,positif
maaf bintang dlu fitur dana cicil buka ga aktifasi klo transaksi lancar cm hilang dana rb bayar t p pdhl ga apk t p,negatif
fitur dana cicil akun dana akun premium transaksi,positif
alhamdulillah upgrade jdi susah masuk ngebug knp min,negatif
fungsi email kait dana,netral
aplikasi dana ku gagal premium ganti nomer tolong baik butuh perlu transfer deposit,netral
bantu orang rantau,netral
depelover tolong cek kuota login aplikasi dana aplikasi bilang nya koneksi internet mu putus sulit kirim uang baik,negatif
aplikasi dana gak uang hilang pin verifikasi wajah,negatif
bagus si sedia dana cicil dina pakai,positif
aplikasi bgus bantu mudah,positif
sangatt cepat proses nya transaksi,positif
akun gk login login apk gak,negatif
kecewa saldo dana gilir login butuh kode otp dulunya enak pin verifikasi wajah kode otp nomor hilang aktif gimana coba tipu,negatif
terima kasih apk dana yg lengkap,netral
selesai x minggu isi brizzi saldo masuk dibalikin complain robot,positif
dana bantu kembali salah nomor bedasarkan nomor yg kirim wa gak aktif telpon gak gaka solusi nya taik,negatif
keren bgt siih dana tf bank aja gretong lho thx dana,positif
aplikasi dana kacau login kali ga buka buka gax jlas pake dana coba baik terimah kasih,negatif
aplikasi bantu bayar apa jaman,netral
kirim dana cepet bgt hambat joos pokok nya,netral
sih login nerima otp nomor susah no yg udh ga coba mudah login nya sandi muk yg ngeluh,negatif
alhamdulillah enak pakai dana,netral
waspada hati scaming,netral
kecewa dana karna mengbalikan uang hilang,negatif
aplikasi nggak akun suspend orang ambil nggak suspend,negatif
dana cicil ga ya kak mohon bantu kak,negatif
tlong bugnya yg masuk apk sgera baik karna marak scam beku akun laku scam user log out apk log in ulang cra laku scam log in akun user curi saldo user jngan smpai stelah apk pulih tpi saldo dri akun user hilang brkurang sya pnya rekap data dri stiap transaksi apk apk pulih sya tau isi ssuai atw tdk,negatif
akun koq nggk dana cicil atao dana instan pakai aplikasi dana loh,positif
mudah transaksi the best sukses,positif
hebat bobol dana,positif
nomor kartu aktif lgi terima kode otp,netral
muncul fitur dana cicil knpa pas buka layar putih doang,netral
tlong baik aplikasi,netral
akun dana cicil tarik saldo dana,netral
gabisa dana cicil,negatif
layan dana cicil,netral
kecewa limit dana cicil cukup bayar pulsa nya lancar lancar update udah gak aplikasi nya,negatif
jelek banget keluh nggk baik,negatif
judul nya dana care mw ganti nomor akun aja abad nunggu kabar tolong donk robot yg layan,negatif
buka dana tolong bantu,netral
layan jelek perihal ubah nomor ponsel tanggap denga booth bicara langsung,netral
aneh bikin pin mah akun beku gitu baik,netral
dana tolong lapor alih saldo nomer no rekening alih nunggu hubung ana ngasih nomer tiket trus tolong dana saldo nomer nomer alih cepat cepat terima kasi maaf bintang aja lapor selesai,positif
parah cabut beku akun,negatif
apk kadang lelet eror login,negatif
min gak masum sii kemarinn kemarin bagus aja tolong bantu masukin akun,negatif
upgrade premium lapor ana status selesai upgrade ganti nomer kali kali lapor ana tangap bilang selesai,positif
udah th maka apk dana instan cicil aneh kirim orang tua penuh syarat taik,positif
ap aj pake dana mudah,positif
kalo kode otp hilang kartu sidah tida wa tida gk bosa login gara gara kode otp,negatif
tolong dana tangguh tolong pulih butuh akun dana buka akun dana nya chat kk ana tolong pulih akun dana biar buka,netral
dana app dompet digital rekomendasi buanget pertahankn perfommu klo kirim mana gratis tis i love dana sukses,positif
apk ya bagus banget,positif
apk minat ga muasin update ga gunain aja boong,negatif
fitur lengkap bantu mudah terima transfer transfer biaya admin mahal aja,positif
gak bs buka allpikasi dana min tolong bantu nya,negatif
saldo hilang history top up gk top up,positif
tarik dana goals gagal trs udah hub ana jg jwbannya muter trs aplikasi ga mutu,negatif
ya koq aplikasi gak buka clear chache data uninstal aja login muter,negatif
ko apk nya error min buka dana kaget aja kadang ngga proses nya banget udah refresh aja kadang gabisa udah update,negatif
bantu saat kirim,netral
aplikasi pln bantu langgan pasang daya,netral
nomor hp off upgrade kah,netral
aktif dana cicinya min,netral
aplikasi bagus harap tahan,positif
cepet aman bagus bantu,positif
bintang kalo pakai data koneksi pakai wifi tolong baik baik kasih bintang,netral
transaksi pending jam nominal rb an aplikasi kompensasi rb kecewa dana kondisi urgent uang kena pending aplikasi dana kecewa,negatif
hmm dana cicil ga muncul,negatif
cetak fisik gak,negatif
min nomor aktif terima kode otp nya masuk pake pin langsung buka pake kode otp ribet bnr min tolong min dana skrng gausah pake kode otp tinggal masuk in pin verifikasi wajah min susah masuk dana nya no aktif,negatif
hallo dana gratis tranfer bank x bulan harap mohon x gratis x x bulan app gopay moga harap kabul hormat pt espay debit indonesia koe,positif
mantap tdk pakai kirim,positif
tolong allah bingung tiba tagih pencet dimainin anak ga ngerti ga ngerasa pinjam pakai uang tolong tagih bekas ga,negatif
iji apk dana gk buka,netral
knapa bjsa masuk aja dana sy pake udah hapus aplikasi trus dkwnload tstap gak masuk nomor udah gak masuk aja gimana dana saldo nya lake knapa gak maduk aja balas,negatif
ganeh limit udah liat orng yng dikit udah dana cicil gak heran nya gmna btuh,negatif
aplikasi nya bagus kendala eror coba hasil mohon sinperbaiki app nya,positif
tolong pulih kn akun dana g login g masuk ulang kali ketik no tp ga,negatif
tolong cepet proses tindak saldo hilang pertanggungjawaban dana udah bikin lapor tetep aja ngk respon sma,negatif
kasih bintang udh baik jaring dana lebih udh aja forma tolong depan adakan ubah nama milik dana min,netral
mudah nya senang akun dana,positif
ni knpa hri apk eror trus pdhal mo d butuh,netral
aplikasi bagus simple sangan bantu proses bayar,positif
terimakasih berkat dana bantu mudah transaksi,positif
senang pakek dana gk ribet biaya gk mahal gratis trimakasih dana moga sukses aamiin,positif
mantap moga dana kosong,positif
malam q top up tp sldo ku ga masuk jga pdhal stts nya hasil alias kirim tlong msalah sya d tangan cepat nya lgi butuh uang kl top up ku sdh masuk q ksh,positif
udh kali lapor krn ga bs masuk akun dana nya uang pake utk transaksi jd ga bs udh nelp sampe habis puluh ribu ganti nomor aja biar bs alihin n bs masuk dana lg krn nomor yg udh ga aktif tp ga jg selesai detik moga ga ilang tuh saldo,negatif
hp gak login akun dana loginin maaf akun dana tanggu,negatif
apk guna login susah mental,negatif
janagan pakai dana suka potong saldo,positif
tahun pake dana dana cicil g muncul aplikasi rekomen,netral
nge bug apk nyleneh habis update lancar ngebug gak karu karuan login aja ngga hapus cache uninstal instal tp hasil aja tolong baik systemnya,negatif
transaksi rekening bank pending butuh dana nya dana masuk rekening d saldo dana potong,negatif
aplikasi oon tanggung ege duit gua ilang,netral
pemberitahuan saldo dana sya trpotong google krenakan beli aplikasi game pdhl sya tdk beli apa aplikasi dgn sngat mudah ambil saldo sya aplikasi dana snilai k seijin sya pin dana kalo transaksi apa pin butuh pin aplikasi ambil saldo dana sya,netral
apk transaksi buruk,negatif
aplikasi ewallet bagus,positif
layan mudah tnp hambat sukses,positif
mantap the best,positif
keren dana bgini mudah uang,positif
ganti hp ga masuk ponsel root aplikasi dana hade,negatif
aplikasi dana pers baru,netral
tingkat layan tolong biaya admin persen,netral
senang transaksi dana,positif
y kanapa aplikasi suka eror,positif
dana cicil sya gak limit,negatif
aplikasi nya burik ken upload video nggak mending gak download,negatif
fitur dana cicil akun ana merespon aktivitas kirim buka transaksi beli pulsa token listrik buruk apk dana transaksi kirim kadang lebih jt,negatif
aplikasi ngak login gimana,netral
masuk bug trs tolong baik cepat,positif
dana update sih pas login ruang jaring full tolong baik,netral
dana jdi kaya gin sih eror gak buka,negatif
pake dana mudah terimakasiih dana,positif
sayang rata fitur dana cicil,netral
udah mati ulang instal ulang dana kali tetep muncul tulis koneksi putus jaring bagus,positif
bagus buka aplikasi bintang,positif
in update bener bug cetak fisik emas aja apk nya aji mumpung biaya cetak emas nya juta an keciwi huuh,negatif
kadang susah kirim check unistal dah instal deh lancar lebih lancar kasih bintang yah,positif
update dana cicil,netral
bagus simpel min tolong dacil ya keluarin,positif
download kalo gak duit hilang aplikasi jelek logout masuk gak sandi pakai sken wajah deteksi tolong baik karna dalam uang,negatif
aplikasi udh bagus fitur nya moga tahan ya dana thanks,positif
mudah belanja transaksi,positif
senang dana lancar terimakasih bossqu sukses ya bossqu amin kasih bintang,positif
dana jengkel contohnua login karna no hp aktif hubung cs dana yg email minggu balas bikin kecewa aja,negatif
aplikasi bantu mareka butuh dana cepat proses aju mudah nggak ribet ktp langkah verifikasi nya cepat sesuai klaim mareka menit langsung jetujui bunga masuk akal banding platform sayang nya terkadang notifikasi bayar puas,positif
kirim teman dana masuk gimana atas,netral
pakai dana bantu transaksi ribet cepat aman bagus banget terimakasih dana moga sukses kembang dana moga fitur dana cicil tampil,positif
muncul dana instan update dana premium,positif
jelek banget sih,negatif
mantap apk min,positif
hibur senang karna cuan aplikasi,positif
bantu mudah transaksi mana,positif
tolong aktif faktur dana cicil,netral
ok aplikasi batu banget,positif
parah akun dana w blm login,negatif
akun perangkat proteksi,netral
terbang capai angkasa dana,netral
bantu memper mudah uang,positif
kecewa saldo dana kurang transaksi pin huh bangkrut dana,negatif
bagus ribet pin verifikasi muka cocok kode otp,netral
upgrade versi baru,netral
tipu nomor blokir saldo gak pulang ganti nomor blokir apk tipu,negatif
bagus aplikasi nya mudah jenis bayar malas rumah,positif
no comend buruk kaya taj hapus upgradee tolol,negatif
mantap beli pulsa token murah danaa,positif
apk aneh login sulit bilang ketat aman ttp aja dana gua bobol pake apk ya sesal,netral
rekan pakai aplikasi dana adik sya ganti no gagal no nya saldo nya istri sya pakai dana tp ga fitur dana cicil suru nunggu sampe udh ga fitur dana cicil nya akun premium email taut transaksi udh rekan mending coba pakai aplikasi sea bank transaksi gampang cepat ga saldo hilang ga aplikasi dana,negatif
udh premium hp riset pas udh login akun premium saldo tf mana qris,positif
bingung saldo hilang transaksi,negatif
kenapaa dana ngga login udah masukin nomor ko suruh login update eror dana nya aduh kacaw padhal versi adro,netral
fitur dana cicil bom muncul paylater dana instan tolong muncul,positif
sya mnt tlong sya mw dftar akun dana tp tdk ad muncul tmpilan daftar krn no yg mw dftr ni td ad teman sya krim uang transaksi brhasil pdhal sya blm prnh dftarkan no ni akun dana jd sya mw dftr krn sya mw kmbali kn uang trsbut mohon d bntu,netral
dana is the best ok,positif
tdk bsa buka dana d layar hitam gmn y baik y,netral
akun dana gak min,negatif
gimana eror tf temen ko ga masuk saldo,negatif
ngga respon dana udah akun ngga buka gara gara nomer aktif chat instagram ngga respon chat ana bikin pusing doang tlpn gabisa costumer adu keluh siapa coba saldo k pokok payah,negatif
aplikasi ga bener kembali solda kali saldo gua lu sedot gua ngga pake saldo gua sedot aplikasi ga bener aja,negatif
buruk gak buka,negatif
guna aktif dana sayang fitur dana cicil,netral
layan aplikasi dana sombong mentang udah guna kasih solusi anjir gw tinggalin gitu aja,netral
sumgguh bantu muas,netral
sayang mengunakan dana dana cicil mohon proses dana moga link dana cicil,netral
apk rusak data fisik suruh verifikasi kode,netral
aplikasi dana bantu suka aplikasi,positif
aplikasi bantu fitur dana cicil dana instan nya min dana cicil dana instan nya,positif
guna banget ni apk yaa dana kluar fitur dana cicil nyaa,netral
dana udah kali bobol orang uang yg dana trus tanggung dana,netral
susah login nomor telepon hilang anti nomor dana aplikasi dana susah gak bantu member nomor telepon nya aktif terima kode otp pas key,negatif
coba perluass min dana cicil nya udah tahun pake dana gk buka dang yg donload udah buka duluan,netral
penggunaanya simpel murah,positif
susah masuk udah unistal parah pas instal,negatif
dana cicil lunas tolong baik,netral
apk anj bug,negatif
update error akun dana tangguh pemberitahuan saldo sisa akun dana nila rp kembali,negatif
dana cicil top ga bs akses,negatif
apk nya bagus nggak beta nya,positif
gimana aktif dana cicil kedaluarsa,netral
id the best,positif
keamananya d kuat akun yg sadap saldo curi orang tolong tanggung lapor udh cs dana tp gada tanggapn sampe tanggapanya suruh nunggu,netral
nomor verivikasi aktif pin ferivikasi wajah tp aja ga login sulit ganti nomor pindah akun jamin saldo sedia hangus licik sistem,negatif
ganti akun dana yg nama hamzah saftino siregar yg perium ganti nomor,netral
tarik fitur dana cicil,netral
senang dngn aplikasi dana fuas,positif
apknya eror sdh nunggu dana premium premium,positif
apk eror gajelas download playstore muncul aplikasi dana toko aplikasi resmi buset dah,negatif
sarana bayar baik,netral
apk rusak knp klo logout langsung bekuin pas premium slalu eror,positif
saldo kurang enak pakai dana,negatif
akun susah buka yaa siang lancar malam susah buka,negatif
pilih kasih bet temen pda dana cicil instan gilir gw yg udah kga dapet,positif
langsung uang dana,netral
knapa dana ku blm dana instans,netral
transfer rekening bank iya suruh isi saldo udah ak transfer rb saldo ak tuh juta udah premium dana ak pas transfer g suruh isi saldo udah saldo nya tolong ya bantu pusing tolong ya,positif
dana kali kalo langgan jngan lngsng tarik gitu uang ga pke pin lngsng tarik tolong yg langgan kasih ingat contoh bayar pin orng yg langgan tau langgan nya kalo orng yg hnya uang sisa segitu dana trs tiba tarik kasi kali kasih ingat langsung bayar tolong update fitur terimakasih,negatif
sangad mudah simpel percaya,positif
bantu top dah poko,positif
mohon pending beli pulsa dri jam masuk sampe,negatif
min kembang lapor suruh chat ig dibales chat email jelas pusat bantu dana jelas puas pakai dana kali dana,positif
instal aplikasi akun beku aktif,netral
kenapah aplikasu dana susah loding bos ku,negatif
sbnrnya nyaman pakai apk fitur dana instan nya blm kecewa,netral
gmna pinjam dana cicil,netral
aplikasi nya bagus mudah tagih,positif
buruk sulit jangam simpan uang dana karna hp hilang serta nomor nya dana sulit data fisik lengkap suruh transfer akun aset saldo nya pindah sengaja uang hilang sih alam hati mending pake ewallet aja terimakasih,negatif
gimana woyy narik dana plus,netral
susah upgrade premium coba bulan tetep gak tranfer gak tarik tunai gak gimana nih solusi tolong donk dbenerin sistem tau gtu gak nyimpen saldo dana kalo gak,negatif
udah pakai aplikasi dana udah sayang gak dana cicil kecewa transaksi dana aj muncul dana cicil teman bikin dana premium transaksi nya jt aj dana cicil,negatif
smga aplikasi dana lancar,positif
jelek bet asli transaksi ilang duit kgk kgk diurusin,negatif
saldo tahan merchant masak x jam hangus kalo gin gak pakek dana,negatif
banget respon kendala aplikasi lapor room chat,netral
top up make uang administrasi masuk dana potong perak,positif
apk rusak emang ni dana gua nyimpan saldo gua dana kemarin gua ken narik saldo utama kendala mulu ampo kedok fitur mah hadehh tolong dana fitur baik,netral
apknya bagus bantu transaksi,positif
apelikasi ya bagus simpan uang dana bagus,positif
update aplikasi ngebug hp dn hank signal memori internal hp aman update parah,netral
ga tawar dana cicil ya,negatif
apk yg baguss,netral
apk kemarin ngebug gak login hadeh payah,negatif
bantu sukses dana,positif
bantu banget butuh tf dana yg dadak mksh,netral
asli parah banget apk dana udh brapa x download ttp susah masuk,negatif
enak praktis aplikasi dana mudah,positif
banget kurang yg mesti baik,negatif
hp abis riset masuk lgi mlh gk nomor aktif imail lupa sandi nya,netral
tolong koq apk nya pas buka ga masuk udh bersih cahce udh hpus trs instal,negatif
mudah pengunan nya,positif
isi saldo saldo top up saldo ku hilang,netral
knapa masuk mental trus,netral
ribet banget gak benerin akun no gak aktif hilang ampun ribet banget gua kapok pake dana,negatif
apk update ko gak masuk akun kalo coba masuk mohon baik apk nya bos pakai aplikasi dana eror uninstall apk download tetep gak masuk tolong cepat baik bos terimakasih,negatif
min bantu lacak akun tipu jual beli mohon bantu min bukti kirim,netral
bgus knpa dana cicil,positif
tolong hadirin fitur dana cicil,netral
upgrade premium dlu biar bs ngirim saldo ribet bgt,netral
sih narik dana goals aja verifikasi wajah ga pin aja,negatif
mna dana cicil nya,netral
overall bagus moga tipu phishingnya tdk marak yaa tim dana meminimalisir,positif
susah masuk knpa dana gak kaya menu utama trus,negatif
top banget dana makas dana,positif
dana ko eror mulu tolong bantu buka mentok logo,netral
teknologi smart mudah nya aplikasi bantu dukung butuh yg real aman percaya,positif
gimana nih saldo potong rb menbeli emas harga masuk lapor email ngak jelas transksi ngak jelas potong laposan cs ngak karna ai ngak ngerti tolong gimana nih uang,netral
si saldo ngurang ngga pemberitahuan udah ngirim duwit aja bener aman,positif
knpa dana cicil ngga muncul baru,netral
update ngacok buka bagus verifikasi wajah susah kacau dah,negatif
apk bagus tipu kedok opertor dana,positif
aplikasi rusak ngelag kali buka dana bisnis lot lag error buakn kali kali kemren sempet tf rek bca uang potong masuk hilang sampe uang nya licik bisnis kalo udh ku hapus nih aplikasi sampah,negatif
download dana download tunda gak download,negatif
bagus cepat mudah,positif
tingkat aman rendah transaksi milik dana,positif
dana anjig gk pencet kode qr ya,netral
alhamdulillah bantu mudah transaksi,positif
saldo ku kurang gak transaksi sengaja simpan aplikasi sampah gak baik mending uninstal aja,negatif
tarik saldo dana goals gagal lapora cs dana respon nya ga bingung gimana,negatif
aplikasi mudah terasfer,positif
bagus cepat proses nya mudah du,positif
temen temen fitur dana cicil gak,negatif
bug ga bs msk,negatif
hilang ribu kasih bintang,negatif
bantu pakai aplikasi dana,netral
puas mengunakan dana,positif
pake dana gaes hilang uang kaliann barusan uang hilang transaksi ilegal ribu syang kali ga upload gambar gaes,negatif
tolong muncul fitur dana instan,positif
gimana duit ribu trus top up roblox sisa tolong baik resah,positif
aplikasi dana bantu cepat kirim uang terimakasih dana,positif
aktif dana cicil limit pake kak,netral
bantu mudah kirim uang,positif
aplikasi dana guna fitur dana cicil aplikasi dana y mohon info ny trima kasih dana,netral
kirim uang mudah,positif
fitur dana cicil pinjam uang akun premium,positif
apas developer saldo hilang kadang top up saldo ga tambah,negatif
mohon maaf masuk akun dana pakai lupa pin tekan tombol lupa pin suruh verifikasi akun kirim pesan whatsapp,netral
mantap bantu urus uang digital mudah simpel,positif
ganti nomer dana karena nomer aktif saldo hilang,negatif
aplikasi bagus transfer simpan uang,positif
aplikasi gak pakai top up game bayar listrik suruh verifikasi hubung kali mainin ama aplikasi kadang delay bayar kadang gak konfirmasi terima kasih dana dompet digital hidup susah sulit sulit sulit perintah,negatif
dana mudah transaksi qris,positif
alhmdllh dng apk dana bantu dlm mngambil kirim uang,netral
dana aneh kasih dana instan bisacair ngapain kasih tolol,positif
dana gk login pdhl udh sya updet,netral
jaga uang guna dana bom konfirmasi bom berani langsung tf rek orang sya tidur juta,netral
mudah bantu tingkat keamananya,positif
bagus mantap aman,positif
dana emang the bast,netral
suka dana karna fiturnya bagus bagus bikin kesal gagal upgrade limit tolong pulih ya dana karna butuh qris jual,positif
tf virtual bikin ribet,negatif
kasih masuk sja lbh aktivitas hapus minggu sekli trimksh,negatif
mohon bantu admin dana akun transaksi kenal sore maret uang ribu transaksi mohon dana laku kece admin dana trima kasih,netral
dana mantap sesuai apa yg g paham ka ana pesona dn santun,positif
siang des tf sukses smpai masuk rekening dana terima tolong jelas selesai sdah rugi,positif
aplikasi hacker saldo ambil,netral
aplikasi eror buka habis baharu,netral
aplikasi mudah transaksi aman lancar hambat maju teruss mantap,positif
ga chekin dana katanyaharus verifikasi,negatif
apk dana ga aman jangn simpan uang apk dana saldo aja hilang kirim lazada kapok download apk,negatif
terima kasih layan bagus moga jaya,positif
aplikasi top up saldo gua potong bank aja potong mah kali top up saldo nak potong rb kena potong,positif
ga login si ya allah ampe gondok banget pen banting ni hp,negatif
moga dana cicil cepat muncul dana,positif
ok aman percaya makas ya pa,positif
dana cicil ya aneh udh lunasin eh dipakek gk aneh banget kecewa gak dipakek ana gak ketemu solusi nya,negatif
kasi nnti login gk pakai otp kasi bintang kali bantu kasi bintang saldo bnyak buka pakai verifikasi muka,netral
bagus aplikasi uang,positif
tolong batu nya dana cicil,netral
ko ngak dana paylater nya ya mohon jaeaban,positif
manfaat proses transaksi smoga tingkat kasih bintang,netral
aplikasi mudah bobol x jadi yg alamin tgl desember hilang jt ewallet dana dr dana tdk tanggung uninstal bagus,positif
udah kali kali coba tetep ga masuk aja masuk udah sih chace udah koneksi bagus emang aplikasi rusak,negatif
aplikasi gila log in error mulu sinyal bagus uninstall dah,netral
kecewa dana udah bolak muncul dana cicil transaksi x ttakhir pakai dana,negatif
apk monyet kali gua isi dana aja dana kenal,netral
mudah aman percaya,positif
aplikasi maling amanah hati hati aplikasi uang hilang tanggung pake aplikasi hapus simpan bank amanah,negatif
bantu terima kirim uang online,netral
kacau ni dana lupa password kartu yg udah gk aktf skrg gk solusi suruh tggu aja trus gk percaya,netral
aplikasi ga buka ngulang ga masuk jaring udah oke,negatif
mantap lancar d daerah,positif
susah log in bnyk bug nya parah,negatif
dana poin numpuk kagak,positif
ya ampun dana bisnis gk tarik prosedur yg aja tdk jelas udh email gk respon silah isi form pojok kanan solusi kocak email butuh bantu suruh laku aplikasi x isi form knp begiti trs payah dm instagram hubung ko saldo utama tarik adu bayar,negatif
proses cepat tdk ribet,netral
kadang suka henti,positif
buka riwayat bayar buka chat admin,netral
ok good good,positif
dana ckup mmbantu tranfer yg mudah amanah,positif
dana top markotop,positif
dana goals gabisaa tarik saldo ribu mohon bantu,netral
aplikasi bagus rekomended,positif
ko dana cicil nya yah,netral
sngat jelek knpa transaksi padahl saldo nya,negatif
kartu hilang prefikasi pin wajah otp suruh ganti no saldo hangus ganti kartu diarahin kesana kesini aplikasi gak resah upgrade pindah acunt gagal aplikasi buruk rugi konsumen suruh ganti kartu udah ganti gagal tipu aplikasi,negatif
aplikasi bagus ringan ber transaksi poko nya mantap biar bintang yg bicara,positif
gak download apk gak aman bgt uang hilang apk kek gin bobol udah kasih pin yg susah gj bet,negatif
gmna sih apk rusak login susah mental,negatif
upgrade gagal salah aju kyc direset ulang aja uda lanjur ngisi pakai dana susah cs bot,negatif
konfirmasi milik akun transaksi aplikasi saldo hilang,negatif
top up saldo alfamart gak masuk masuk tolong direspon dana,netral
maaf dana tolong baik akun udah update tuh masuk pas login akun ngulang masukin nomor telepon oke masukin pas selesai ngulang ngulang tolong baik tolong bank dana,positif
fitur dana cicil ah tipu,netral
hayoh we kudu update an,netral
dana ga login verivikasi muka lolos verivikasi sandi lolos scan code kemarin tolong dana ubah,negatif
cepat tdk ribet,netral
apk buruk layan nya x dana hilang tari dana apk ijo g download apk ijo tsb d bayar spaylater nya konfirmasi ana g dapet hasil yg muas sungguh kecewa,negatif
bantu transaksi jam trimakasih dana,netral
update dana premium pas transaksi bank cek nama gak sesuai ktp kendala transaksi baik nama lambat respon otomatis pas upgrade premium salah aplikasi,netral
pas login ga bisaa,negatif
dana yaa buka sulit ganti pin,negatif
biar cepat dana cicil,positif
pln mobaile mudah akses,positif
ngga dapet dana cicil kaka,netral
sukur sukur dana cicil muncul,netral
parah banget dana saldo sedot transaksi ilegal pdhal gk transaksi,negatif
dana cicil sedia bayar no rekomend asli kecewa ngapain fitur gtu kalo tau nya gni hadeh,negatif
gak tagih dana cicil ludah lunas tdk mnggunakan limit,negatif
moga aman amanah transaksi jd muda,positif
e commerce good,netral
ganti nomor hp aja susah kali,negatif
praktis transfer uang mudah,positif
uang saldo tolong kembali bentuk potong apa keri potong,netral
aplikasi petot hapus akun aja bikin ribet tobat rusak hidup ad dana nyaldo mulu kagak,negatif
nya udah coba bagus banget apk nya karna hp memori nya full uninstall trus beli hp instan ulang hehe,positif
apk nya erorr teruss gk login,netral
tolong baik lgi sistem nya,netral
woi dana sih gw transaksi saldo gw rb harga barang rb biaya admin rb gk dana tolak bayar lebih batas transaksi cuman top up belanja,positif
bagus bantu trimakasih,positif
tolong baik lg scand barcode ga da tulis kamera ttup gtu,negatif
knp akun buka buka sekrang gak mala dana henti mohon baik butuh,negatif
ggak masuk dng apk,netral
verifikasi dana premium salah order kyc gitu aja gak baik sistem nya,netral
gak login stuck doang parah banget hari saldo dana tf gak karna stuck doang adu gimana orang login aja gk cuihh,negatif
refund dana salah kirim gak,negatif
hai dana terima kasih ya bantu mudah ak transaksi please y dana tolong naikin limid dana cicil ku batu,positif
dana g buka kenpa yeah tolong bantu,netral
dana ya uang,netral
hitam layar bos gk buka mohon bagusin,netral
apk ga gw aja daftar udh pin pas gw masukin salah gw ga daftar kali aneh,negatif
dpt rp dr aplikasi wild cash masuk trasf nya,netral
maaf dana cicil sampao lock nya gan rasa guna mohon hilang akun,negatif
download gak bukak mintak pin pin uda gak masuk,negatif
kembang dunia bisnis,netral
transaksi dana hilang gak masuk akal udah trauma in dana lgi,negatif
