review_text,rating
"semua cara dipermudah,,cuma dengan DANA👍",5
"suami saya pake ini padahal udah bertahun2 sampe pada akhirnya dia naro duit 350rb tiba"" ilang trs lapor di IG resminya malah gak ada kejelasan smpe sekarang tuh duit gak balik juga dan bukan cuma itu saja teman2 saya juga pada ilang uangnya bahkan lebih besar dari suami !!!",1
mudah mudahan berdampak positif,5
baik,5
"saya sangat kecewa, kartu hp sama hp saya hilang terkena banjir trus saya tidak bisa login ke akun dana saya saldo di akun saya Masi ada dan saya sangat membutuhkannya, saya sudah chat dan Mita solusi terkait itu sudah saya ganti no hp sesuai yg di arahan costumer nya dan gagal saya sudah seberusaha mungkin dan tak ada hasil costumer nya cuma mengarahkan itu itu aja mohon bantu saya",1
apk dana kurang bagus jelekkk,5
"mau hapus akun karena nomor sudah GK aktif malah gak bisa harus pake otp kan nomornya udh GK aktif gimana mau dpt otp, mau ganti nomor tiap masukin nomor baru GGL terus katanya nomor sudah terdaftar, terdaftar gimana kan nomor baru kocak bgt, tolonglah di perbaiki lagi sistemnya",1
sangat membantu di segala hal transaksi,5
percuma ada fitur dana cicil tapi selalu gagal activasi,1
akun dana sekarang susah terlalu ruwet kenapa harus ada otp padahal pin dan wajah udah masuk apalagi udah peremium masih otp tolong lah jangan di bikin ruwet buat apa ada dana kalau gk bisa di buka,1
nice,4
ini gmn si masa akun gue dibekuinn gmn si dana masa g bsa di buka,1
pelayanannyaa bagus,5
ga bisa isi ssalo,1
baik,5
gimana cara meloginkan dana yang telah mati kartu,5
ngeri tidak call center tidak ada kantor nya merasa tidak aman saja pakai dana,1
semoga beruntung,5
mantap,5
sangat puas pake aplikasi ini,5
bagus,5
mantul aplikasinya sy suka banget...mantap betul 👍👍👍👍,4
sangat membantu dan memudah,5
mantap aplikasinya,5
mantap kirim uang satset,5
bagus,5
terima kasih,5
Bagus banget,5
kereeen.,5
sangat berguna,5
keren,5
Sangat Mudah Dan aman,5
ok,5
"apk susah aktifasi,msa foto wajah & sandi tdk cukup.",1
bagus,5
puas,5
ok..transaksi cepat,5
sangan bagus,5
membatu pengiriman uang,5
nice,4
membantu bangetttt,5
baik,3
dari dulu menggunakan akun dana best lah,5
apk songgong bukanya kemajuan mlh kemunduran dulu bs tarik dana dhari yg sama sekrg jd nunggu sehari cuk mana makin betar pula ni apkny,1
nyaman,5
Tolong timbulkn dana cicil saya,5
Banyak maunya,1
membantu sekali dinera digitalisas ketika mau transaksi pembayaran apa pembeliani,5
simple,5
memuas kan,5
Jagan pakek dana bagus gopay aja nyesal pakek aplikasi ini,1
Tolong lah.. ini gw dari siang ngga bisa login dana.,2
dana adalah dompet digital yg yg mempermudahkan transaksi dimana saja dgn mudah.....terima kasih dompet digital indonesia danaku...👍👍👍👍,5
"masih dengan kendala yang sama setelah di perbarui jadi gak bisa buka,selalu mentok di mulai dan loading terus putih dan kembali lagi ke mulai ? sudah mencoba saran tapi masih sama, tolong di perbaiki lagi karena ini sangat penting ,terimakasih",2
"saya sudah mengikuti arahan, tapi tetap saja tidak bisa login ke aKun saya",5
bagus,5
HM apik,5
mantap,5
terbaik,5
bagus,5
ok,5
"aplikasi buruk, tolong supaya bisa mengirim kode otp ke email, ga semua orng punya kartu yg nomornya tercantum dan tetap di pakai",1
ngelek ngelel,5
kak ini kok logo dana saya hilang yahh tolong kabarin yang tentang hal ini,1
"apk dana tidak jelas, saya transfer ke BRI sudah 2 hari tidak masuk uangnya, padahal saldo Dana sudah terpotong",1
ok,5
baik,5
apk Tidak berguna. pemindahan akun sellau Gagal trus padhal udh beberapa bulan LoL apk sampah,1
setelah update Malah ngebug login no ponsel kembali lagi login no ponsel Parah nih Dana,1
ngeleg,3
delay trs lelet lemot kerja nya & banyak bug,1
sangat membatu,5
ok,5
lebih mudah dalam bertransaksi,5
Aplikasi paling banyak keuntungannya,5
sangat baik,5
sangat puas,5
"ini misteri box nya eror kah tadi saya buka misteribox dapet nya 3jt coin, tapi pas saya cek ga ada tuh, tolong di perbaiki🙏🏼",5
"duit gw ilang di dana udh 3 x lama"" kaga bnr di dana buat yg instal dana pikir"" dulu ajah kaga bnr nih",1
ko kembali trus ke awal sih??,5
Mantsp,5
mantap,5
aneh ya ntah mengapa saya bisa login login menggunakan verifikasi wajah tapi kenapa masih di Mintai kode OTP NYA,1
keren,5
sangat cocok dan baik,5
Sangat Membantu dan mudah dipahami... sukses selalu Apk Dana,5
baik,5
sangat bagus,5
mantap,4
memuaskan,5
"setelah d update, knp jadi ga bisa login. malah balik lagi ke semula. padahal masih ada saldo lumayan gede.. gimana ini??",1
mantap,5
"benci banget, mau hapus akun lama karena hp dan nmr ilang aja susah banget😭😭😭 pas bagian isi otp nya ya Allah😭😭. Gimana mau isi, org nmrnya aja udh ilang gatau kemana",1
APP TIDAK AMAN. SALDO SAYA TIBA-TIBA TERDEBET 3.370.999 PADAHAL SAYA TIDAK MELAKUKAN TRANSAKSI. SISTEM KEAMANAN 0,1
aku udah lama pake apk dana tpinggu2 ini sering bgt yg MW TF dari bank lain ke dana aku tp GK bisa2 knp y padahal udah aku update,5
sangat bagus,5
aplikasi ini sangat membantu,5
ingin memunculkan fitur dana cicil,5
dulu kasih bintang 5 sekarang 1 aplikasiny gk kyk dulu lg' asal mau transaksi ngebuk suka keluar sendiri bikin emosi,1
bagus,5
sngat puas,5
ingin punya dana instan/cicil,5
belum masuk saldo dana nya,5
mantul bgt,5
transaksi semakinmudah,5
sangat membantu.,5
ini dana aneh! bagaimana bisa KTP saya bisa digunakan orang lain untuk upgrade ke dana premium! ngaco nih keamanan data nya! harus dituntut pihak dana ini!,1
trimaksih dana.,5
kenapa ya sekarang pas login ngebug tolongdong diperbaiki dan memasukan nomor nya malah kembali lagi memasukan nomor tolong diperbaiki sistemnya,5
sangat memuaskan,5
bagus,5
wow dana lu tiba tiba mengisi pulsa sendiri,5
"aplikasi mudah digunakan, flexibility nya bagus. cuma sayang aja sering crash kenapa ya?? mohon ditingkatkan lgi ya 😊 overall 👌👌👌",4
bagus,5
bagus,5
"Kenapa saya tidak ada dana cicil sedangkan saya sering bertransaksi,,saya sudah selalu meminta untuk aktifkan dana Cicil tapi sampai sekarang belum muncul juga,,tolong solusinya. sudah sering saya tanya ke Diana ingin punya fitur Dana Cicil tapi sampai sekarang belum ada",4
saya sudah kehilangan banyak saldo di sini dengan apa yang tidak saya perbuat pembayaran otomatis nya sangat menyebalkan,4
bagus dan mudah untuk melakukan transaksi,4
good,5
ngk bisa pinjam dana,1
dana mmbuatku mudah mlkukn tranfer dan banyak lagi,3
terimakasih atas apk nya sangat bagus,5
bgus,5
sangat cepat pengiriman nya dan aman,5
sangat bagus,5
"admin, dana goals ga bisa dibuka nih knpa yaa",2
baik,5
bug parah banget Sampek eror saat mau beli sesuatu pas belum update gak bug ni apk setelahnya malah banyak banget yg masalahnya dari eror kecil Sampek kayak gini,5
terimakasih DANA,5
"parah nih dana, saldo gwe ilang entah ke mana, ini udah yg ke 2 kalinya saldo hilang entah ke mana, gk ada riwayat tf nya pula, hadeh...",1
transaksi dgn mudah,5
"ga pelajar able, klo tf dll harus upgrade, sebagaj pelajar yg belum punya ktp ini kureng sih, terus juga kenapa tbtb bayar aplikasi yg awalnya aku coba trial, tiba tiba ke bayar tanpa persetujuan, 50rb gue langsung ilang dalam sekejap! benci sgt",1
"aku dana ku tidak bisa menerima transfer an,.. tolong di bantu",5
trimakasih sangat membantu untuk bertransaksi.,5
kerennn terbaik dan terpercaya,5
bagus,5
memudahkan pengguna untuk membayar..,5
"ini apk login nya susah bgt, kalo udah ngambil pin malah balik ke menu awal trs banyak bug lainnya yang bikin capek.. chat asisten dana juga sama sekali ga ngebantu, tolong dong di perbaiki bug nya, jangan bisa nya cuma ngasih saran doang",3
the best pay letter,5
menjadi lebih baik,5
sangat memuaskan,5
sukses selalu bozz,5
mantap lah pokoknya,5
tolong KLO udh variasi Wajah GK prlu minta kode otp lg,1
uang saya yang 20.000 hilang. sekarang dana hama jelek. cih bagusan gopay udah aman dan gopay pulsa gratis. kalau dana cih apa coba 1 rupiah aja nggk cih jadi dana jelekkkkkkk,1
terbaik,5
ok,5
mantap,5
good,5
"apk erorr dana cicil saya kenapa gak bisa di ajukan, tolong di bantu",1
sangat membantu,5
knp tidak bisa privikasi,5
bguss,5
tolong akun saya adain dana instan/cicil,5
top,5
bermanfaat,5
ok,5
tolong saya gimna caranya masuk ke akun dana,5
mantap,5
baik,5
josssss,5
mntap,5
baik,5
bagus sekali sangat membantu,5
dana sangat penting bagi kalangan mahasiswa sangat memuaskan,5
baik,5
josss,5
bagus,5
dana cicil saya tidak tersedia padahal sudah premium,5
sangat membantu,5
sangat berguna,5
bagus 👍👍👍👍👍,5
ok,5
mantap,5
aplikasi ga jelas . saldo tiba2 terpotong maling,2
"aplikasinya bagus,sangat membantu sekali,mempermudah untuk segala kebutuhan transaksi",5
oy perbaiki lah dana goals masa gk bisa di buka tambah apalagi di tarik makin sini ko kacau dana,1
"jangan percaya atau brani² nya nyimpen duit di dana, dana itu maling online, sering bgt uang terkuras sendiri tanpa konfirmasi apapun. aplikasi paling tidak aman sudah banyak korban nya dan sebentar lagi akan ada demo besar²an di kantor pusat dana HATI-HATI!!!",1
"Tebaik, dan sangat Membantu 🙏",5
"sudah 4 hari loh tidak bisa login, sampai sekarang belum diperbaiki, uang saya ada di dana jadi tolong kerjasamanya",1
sangat baik,3
cepat acc,5
sangat baik,5
bagus,1
"bagus,bermanfaat n proses cepat...trims",5
tolong bantu biar bisa masuk lg ke dana saya gimana ya nggak bisa masuk,5
ok,5
ini gimana dana cicil saya sudah saya bayar lunas kok saya mau pinjam dana cicil tidak tersedia,5
tolong dong tidak usah pake KTP segala susah saya untuk TF ke orang,5
sangat membantu.,5
"mau byar air gk bsa tiba"" bgt dana kya gini, sinyal lncar . tpi gk bsa kebuka .. auto haous . download lgi heheheh",5
ngk bisa di buka,2
the best,5
kadang lemot tolong diperbaiki,5
kok ngk bsa liat riwayat pengiriman nya bosku,1
Mohon untuk ditingkatkan kembali aplikasi DANA termasuk fitur-fitur dan performanya,5
"bikin pusing sekarang buka apk dana jd susah/ eror!!!! update otomatis sdh tp kenapa gak sebaik awal download, tlg respon dgn baik...",2
Sangat membantu,5
"kok bisa nomor baru saya beli,dan baru di aktivasi juga,pas saya coba untuk menggunakan nomor yang baru saya aktivasi itu knp sudah terdaftar di akun orang lain katanya,kok bisa gitu ya?",1
luar biasa,5
"nomor saya hilang,mau ganti nomor tidak bisa padahal sudah foto KTP sma verifikasi muka diana tidak bisa menanggapi dengan beres,lebih baik dihapus min aplikasi seperti ini merugikan. disuruh ganti nomor baru,sudh dicoba ttp gagal KYC",1
sering nge bug ga rekomen,3
punya saya gak ada dana cicil,3
info transaksi lama amat di-update. kita yg terus transaksi bingung udah masuk apa belum saldo. Kadang isi saldo tak bertambah padahal pemberitahuan saldo masuk sudah ada,1
kak diana tidak bisa menyelesaikan kendala,1
kenapa dana saya tidak bisa login,1
sangat membantu,5
transaksi jadi sangat mudah bersama DANA,5
sangat membantu,5
"haloo dana saya sudah lakukan seperti yg di suruh untuk pindah akun,dari chat email DM tapi tetap gak ada respon,",1
penggunaan dana sangat mudah dan praktis,5
salah kirim saldo dana,5
bagusss,4
saya tidak dapa program versi beta saya mau dana Beta min tolong jadi ini dana beta,1
"Disaat saya login memasukan pin yang sudah benar dan mengulangi nya terdapat tulisan 'akun di bekukan' ITU GIMANA YAAA SAYA SUDAH MENCOBA NYA BERULANG KALI TETAP SAJA SEPERTI ITUUU, SAYA TUNGGU RESPON NYA! apikk rusakkkk ya!?",1
sangat baik👍,5
kereeenn juga aman,5
saya melakukan pelunasan dana cicil lebih awal. malah ngga bisa di pakai lagi.padahal limit masih tersedia jg di smartpay. tidak ada gunanya laporan keluhan ke DIANA.tidak ada jalan keluar dan penyelesaian juga.tidak jelasss,1
sangat membantu,5
sangat mudah mengguna kan dengan dana ini,5
puas,5
"pliss cs nya gak profesional, KTP ku di alihkan ke nomor asing terus pas aku laporin diminta lapor ke email terus pas udah lapor ke email diminta lapor ke cs nya gimana sih gak kompeten banget. setelah aku lapor bukannya di selesaikan justru mereka ngulur waktu dan setiap aku tanya ulang gimana progresnya mereka malah nanya ulang masalahku apa jadi harus ceritain berulang kali 😔 trs ktp aku gak dibalikin, gak aman bnget deh, hati-hati guys!! dan buat tim dana tolong bnget selesaikan masalahku.",1
semoga abis kasih 5 bintang dana cicil bisa di pake lagi,5
ini apk dana kenapa saya eror login tiba tiba malah mulai ke menu awal terus udha beberapa cara tetap ajh sama kembali ke menu awal terus,2
Belum muncul juga dana cicil sudah 7 tahun,5
"Saldo sering hilang, kalau kita pindah akun/transfer akun, saldo di akun yang lama tidak dikembalikan/hilang",1
aplikasi ini tidak bisa di gunakan dihp saya kalau masuk suka gak bisa kenapa ya tolong di perbaiki,1
Sangat membatu masyarakat kecil,5
baik banget membantu hidup jadi lebih mudah,5
saya ndk bisa masuk di akun dana saya karena tidak dapat menerima kode OTP nya,5
transaksi lancar,5
saya menyesal pake Dana saldo saya berkurang 1juta lebih gak direspon lewat CS nya..diarahkan tapi tidak dibantu solusinya,1
apk nyA tolong di perbaiki login malah balik lagi balik lagi giliran masuk malah gelap dlu baik baik aja ini apk ko sekarang jadi jelek kaya gini,1
"APA INI DANA? TIBA² TRANSAKSI 120RIBU TANPA PERSETUJUAN APA², PADAHAL GAPERNAH NGELAKUIN TRANSAKSI ITU!!",1
apk Abal Abal..masa sy gx bisa membuka dana..malah slalu kembali ke awal..latar hitam...tolong dong diperbaiki..ko mkin update makin rusak gk jelas ni Dana..dl sblom update ok oko ja tp knp setelah update malah gx bisa dibuka..gmn sy mau transfer atau lainnya...justru sy dana nya GX bisa dibuka mau ngirim screenshot gmn orang apksi nya ja gx bisa dibuka..,1
Ok,5
aplikasi tidak bisa di download,1
baik,1
baguss apkyaa,4
sangat berguna,5
"mau top up game dan saldo nya cukup malah eror dan alasan ditolak, apa coba",1
knpa ada peringatan saat masuk ke akun dana ini tolong di jelaskan kanpa bisa kayak gitu di suruh kita update malah timbul masalah gak bisa di buka aplkasi dana nya,1
sangat berguna,5
keren cara cepat dan mudah untuk transaksi,5
sangat membantu dan aplikasi nya luar biasa,5
ga jelas masukin no wa teruss,1
bagus sangat membantu,5
proses tidak memuaskan upload 3hari tidak deal. mohon penjelasan. terimakasih kasih,3
aplikasi yang sangat mudah dan singkat digunakan,5
mantap,4
oke mntap,5
kenapa kok jadi begini woii sering ngebug😭,3
wow kalau pake dana keren praktis buat kirim uang dan praktis juga buat pulsa dan listrik sangat kumplit banget gak rebet harus keluar rumah tapi tolong di perketat ke aman nya biar banyak lagi yg pake dana kalau keaman nya terjamin ☺️,5
suka banget pakai Dana,5
sangat bagus,5
baikk,5
Dowload hapus dowload hpus. Tetap aja buat masuk akun dana gak bisa ho lngsung hitam.. Gimana nih apl dana.. Gak ada dana cicil nya saya gmna ni,2
simpel dan praktis dalam bertransaksi,5
mantapp,5
jooooos,5
sangat membntu,5
mantap,5
ini kenapa ya min apk nya selalu gak bisa dibuka harus pake wifi terus bertuliskan gada jaringan padahal jaringan sama kuota aman bug nya sangat menggangu tolong diperbaiki ya min🙏😭🥺,1
ok,5
ok,5
Top,5
"Tolong aplikasi Dana diperbaiki sistem nya. kalau mau transfer pake PIN. giliran ada transaksi yg tidak pernah sy lakukan seperti YouTube premium, saldo Dana ku terpotong otomatis harusnya pake Kode PIN juga dong biar saldo aman. akhirnya sekarang sy tidak mau lagi nyimpan uang Di Dana",1
lumayan,5
Mantap,5
seperti korupsi yang tidak terang terangan kok penerima aplikasi lain di potong seribu juga knp gak motong dari biaya mentransfer kok penerima jg yg di potong seribu,1
transaksi lebih mudah,4
mantap,5
"susah Banget Buat Pemindahan Akun, Dr akun lama sudah chat infonya disuruh bikin akun baru dng nomor Baru lali Proses Dana premium, jika ditolak lanjutkan proses pemindahan akun dana dari nomor lama ke baru, udh diikutin malah ttp Verifikasi Gagal Terus, chat Cs malah gada aktifitas pemindahan akun dana, kocak ..",1
ok banget,5
aplikasi dana saya tidak bisa di buka bantuan nya dong,2
Bagus,5
baguuus,4
baik,5
mantap,5
bagus,5
perfect,4
thank you.. good job,5
bgus,5
mantap dan aman pakai dana,5
tolong saya sudah berkali2 saya chat Diana . hp saya hilang nomer tidak aktif saya harus bagaimana .buat akun baru sudah. pemindahan akun sudah .TPI saldo tidak kembali,1
bagus,5
aplikasi ngga guna minta laporan penipuan ngga ada solusknya minta bantuan malah banyak nanya aplikasi ngga guna,1
"kereh sih apk dana ini, sangat membantu",5
"semenjak dana bisa tarik tunai tanpa kartu di mesin ATM gue jadi cinta banget sama aplikasi ini, terimakasih sudah mempermudah kebutuhan masyarakat✨🤗",5
Lumayan,1
aneh bngtt transaksi sering bhkan smpe jutaan ngajuin dana cicil ga di acc mulu dri tahun 2023 aneh aneh,1
dana best💯,5
okee sip,5
"ok bngtlah,,,,",5
"duit bisa ilang, di apk dana",1
👍🏻👍🏻👍🏻,5
"saldo sering hilang, kacau",1
dana sering mogok sering keluar sendiri,2
"Admin kenapa dana cicil saya enga bisa di pakai, padahal limit sudah keluar",5
"Kenapa tiap kali login langsung kembali ke menu utama..sudah masukkan nomer,,udah pilih ""lanjut"" masih saja seperti itu..tolong diperbaiki lagi",1
"saya salah kirim uang ke no dana yg lain cuma beda satu angka, dan nomor nya juga sudah tidak aktif saya coba wa dan tlp biasa tetap tidak bisa di hubungi, minta tolong ke dana di suruh tlp nomer tersebut udah tau nomor nya ga aktif malah di suruh tlp nomer tersebut, kalo buat saya itu nominal nya lumayan, dari pihak dana tidak ada tindakan apapun",1
sangat bagus,1
tes 3 bintang dulu,3
ok mantap,5
good,5
bagus,5
tolong ka fitur dana cicil saya kenapa ga bsa di pake kembali,5
appk sangat membantu,5
dana cicil nya tidak ada di akun saya,1
mau daftar premium aja error ini apliksi,1
"ini kenapa ya, saya kirim dana 16,000, ke GOPAY biaya admin 999, tapi di GOPAY cuma masuk 15,000 mohon bantuan nya kemana sisa SERIBU itu",5
bagus jadi simpel dan cepat,5
mantaplah,4
in aplikasix bagus,5
"saya pengguna dana sudah lama namun sekarang saya kecewa, kenapa ada transaksi tanpa persetujuan saya bahkan tidak muncul Notifikasi. sedangkan saya pemilik akun kalo mau transaksi harus melewati ini itu seperti kode pin dan otp. lah ini kenapa ada orang lain dengan mudahnya masuk dan ngambil saldo sayaa. keamanan buruk sekali sudah lapor ke cs cuma itu itu aja, kok bisa ada penipu Dengan mudah masuk dan ambil saldo saya, KEAMANAN BURUK,.SAYA KECEWA",1
mudah untuk di bawa kana mana,4
oke,5
sangat bagus,5
kenapa tidak bisa buat akun dana lebih dari satu,1
semoga aman dan amanah dan privasi terjaga dengan baik,5
tidak bisa diinstal,1
"makin gajelas, mau masuk malah mental keluar ke menu mulai terus",1
"min ini udah bisa buat kirim 3 kali ke bank yang sama, kenapa sekarang gk bisa coba ke bank lainnya juga udah ada 2 jam nyoba gk bisa alasan ada kendala makin kesini setelah upgrade malah sering nge bug buat transfer sulit bnget",4
sangat nyaman,5
"jangan pake dana lagi!!!!! akun saya tiba"" kena pelanggaran gegara tidak melakukan kode verifikasi!!! dan di akunnya Masih ada saldonya & waktu login tidak bisa lagii,,,saldo jadi hanguss!!!",1
mulai 2021 pake ... selalu memuaskan ...,5
gampang dan mudah buat transaksi,5
Kak tolong untuk verifikasi kasih wajah nya sering error saya mau login juga susah lagi penting d suruh nunggu 24 jam😞😞😮‍💨,5
mantap,5
sumpah ini udah setahun minta ganti ktp belum ada kemajuan gw laporan 6 Desember 2024 sekarang udah 8 Desember 2025 nyuruh dm ig giliran udah di gm GAK DI BALES,1
"bagus, cepat dan mudah",5
ayo unistal e walet dana yg kaya sampah ini.di suruh bikin laporan tentang kendala sudah di bikin tapi tidak di tindaklanjuti.ayo buang e walet dana ganti pakai e walet yg lebih bisa melayani customer dengan tindakan buka dengan kata kata saja,1
sangat bagus,5
sangat aman untuk menyimpan uang.......,5
apk rusak masa dana cicil tidak tersedia padahal fiturnya ada bahkan limitnya masih 300k gak bisa di pake,5
sangat bagus,5
setelah pakai dana pengeluaran menjadi sejuta sehari,5
keamanan nya lebih di tingkat kan lagi aplikasi baik sangat membantu,3
"penggunaan aplikasi sangat cepat, kilat... Terima kasih DANA",5
sangat bagus,5
"knapa Diana klok di cahat balasanya tidak jelas mutar"" di situ aja, tidak ada kh cs yg langsung manusia jangan bott di buat gila saya sama Diana di tanya apa jawabannya apa GK jelas",1
kira2 la woy..dana cicil sumber dana dari yesskredit(PT pratama interdana finace)cicilan di dana cicil lunas..tp cek di ojk msh nunggak di PT pratama interdana finace..kan kocak..masuk kol 5 lg gra2 itu..tanggung jwb gk ni??,4
Sangat Mudah Dengan Fituur Dana Ini Ya Gaaeeeesss.... Trimkasiih,5
terbaik,5
sangat merik,5
pokoknya dana mantap dah,5
tolong donk kenapa saya gak bisa masuk aplikasi dana saya.. di masukin nomor nya malah keluar mulu.. mohon di bantu dementara saya baru ngisi saldo loh..🙏🙏🙏,1
dana tolong jangan berikan batas limit belanja atau top up ya suka suka kami lah mau berakali kan duit kami bukan duit kamu dana,1
keren sangat bermanfaat,5
hallo dana dompet digital Indonesia udah kasih bantuan ke daerah Aceh dan sumatera yg terkena bencana alam belum.,5
bagus,4
"Mending sekalian gak usah ada dana premium. sekalian aja KTP jadiin syarat pembuatan akun. percuma klo buat akun dana belum premium, gak bisa dipake, banyak kendala.",5
mohon bantu aktifkan dana cicil,5
transaksi cepat,5
"kadang tidak bisa dibuka, setelah ganti akun dan nomor hp",5
sangat membantu dalam hal pembayaran,5
Sangat membantu,5
prosesnya sngat mudah dan cpat👍,5
mntab,5
semudah inikah dana menghilangkan saldo orang,1
"saya penggunaan lama di apk dana ini, cuman setelah update ini entah banyak sekali bug seperti ngestuck layar putih lah apalah, intinya untuk bug bug nya tolong di perbaikin buat kedepan terimakasih",1
sangat simple byr apapun simple,5
bagus,5
mantap,4
aplikasih mantap jiwa,5
bagus,5
"mudah, cepat, dan tanpa biaya",5
sangat membantu dalam kegiatan pembayaran sehari hari,5
min uang saya kok bisa ilang tolong dong min😭😭😭,1
dana cicil tidak bisa digunakan,5
ok bagus,5
semoga kedepannya bisa bikin nyaman dengan menggunakan akun ini,5
baik,5
tingkkan keamanan,5
bagus,5
Aplikasi cocok untuk semua transaksi dan fitur di aplikasi banyak dan lengkap dan tolong aku minta aplikasi ini sering update,5
"saat masuk aplikasinya tidak bisa dibuka. Udah dicoba instal ulang tetep gak bisa login, saat klik mulai terus masukan nomor selalu kembali lagi ke awal.",1
sangat puas..,5
sangat puas,5
mantap,5
gua transfer uang ke bank tidak terkirim pending hingga 3 hari lebih masih belum terkirim dan ini sangat merugikan bagi saya tolong sportifitasnya saya ulangi SANGAT MERUGIKAN!. saya sangat kecewa dengan aplikasi ini!,1
kerennn👍👍👍,5
baik,5
mantap lebih sedikit biaya transfer,5
sampai ini sih oke oke mawon,5
sangat bagus,5
gagal verifikasi wajah/sidik jari,1
baik,5
"buat apk yang betol"" aja lah bagusan gopay lagi nyesal pakek apk ini masa saya masuk GK bisa malah eror ada uang plk anj emang yang punya apk ini",1
"kenapa habis di update gak bisa masuk, mentok di maaukan nomor, klik lanjutkan loading balik lagi ke mulai, dan begitu begitu terus. mana ada isinya lagi.",4
bagus,5
bagus,5
sangat membantu trimakasih banyak DANA,5
sangat membantu,5
sangat membatu bagi saya,5
mantap,5
asek coy,5
min mending hapus aja dana nya soalnya suka di pakai judol min mending apk dana nya blok aja min,5
mantap,5
Tolong aktifkan dana cicil saya,5
"Jika nomor terdaftar hilang.. Sekarang tidak seperti beberapa waktu yg lalu.. Hnya mnggunakan verifikasi wajah, akun dana bisa aktip kembali. Nomor terdaftar hilang, otomatis untuk mengaktifkannya hrs menggunakan nomor yg lama dan kode otp pun otomatis tidak akan didapat... Sudah melakukan cara2 yg disarankan oleh pihak dana. Namun semua nya nihil...",2
dana gimana sih dana goalsnya ga bisa diakses wooooeeeeyyy,1
ga bisa di download giliran bisa di download ga bisa di buka,2
"Aplikasi Tidak aman,,, uang saya hilang 150ribu karena transaksi pembelian yang saya tidak ketahui.",1
bagus,5
bagus,5
mantab ok banget jadi permudah pembayaran,5
baik,5
"cukup sekali seumur hidup,ini aplikasi tak ada tanggung jawabnya,pertanyaan saling lontar sana sini,kemana kita buat pengaduan gk ada respon.saya kirim uang ke bri 1,5jt berawal tunggu 24jam setelah itu tunggu 3hari kerja,siap itu tunggu 7hari kerja,60hari kerja.dsb sampai saat ini gk ada kejelasan pasti,kita lagi tertimpa musibah tega kalian gelapkan uang masyarakat.",1
mantap bisa di percaya,5
"mau login akun no hp sudah GK aktif,disarankan pemindahan akun, tapi selalu gabisa, makin kesini makin gajelas dana,paraahh",3
cukup membantu bertransaksi,3
cepat sampainya,5
good,5
cepat sekali kirim ke seluruh Indonesia,4
"apk rusakk!!!! udah di coba hapus chace, restart device. ttp gak bisa. di update bukanya makin mudah dan hilang bug, malah makin parah!! sekali lagi saya minta tolong, perbaiki lagi apk dana. lebih baik jangan pernah di update dari pada banyak masalah atau bug kayak sekarang ini!!! banyak yang komplen karna masalah setelah di update!! mohon PERHATIANNYA!!!.",1
asik,5
"MOHON PIHAK DANA YANG BECUS KERJANYA!!! SAYA MENGISI SALDO BRIZZI SAYA, TRANSAKSI NYA BERHASIL TETAPI SALDO DI KARTU BRIZZI SAYA BELUM MASUK!!! MANA TANGGUNG JAWAB NYA?!!",1
cepat...hemat dan praktis,5
aplikasi dana tidak bisa di buka,3
sangat membantu dn sangt bgus,5
kalau sudah dapat hadiah baru kasih bintang penuh,3
good,5
"sangat rumit,sudah punya aplikasi dana cicil,TPI tidak dapat limit,sedangkan transaksi sy perbulan mencapai,20 juta kadang limit,TPI kok didana cicil BLm dikasih limit",5
mantab,5
sangat membantu,5
mntapp,5
"tolong dana cicil nya,kok belom kuncul",5
sangat puas,5
SANGAT BURUK TIDAK ADA MENU DANA CICIL,1
sangat ok,5
kenapa saat mau login lagi GK bisa ya sedang ada kendala trus,2
sangat memuaskan,5
sangat jelek,5
dana baik buat urusan yg lagi ke penetapan..,3
ok,5
"tidak bisa di buka, dana saya. login terus, mohon bantuan,",5
mantap!,5
"saya liat di tiktok ada cs.dana cicil,saya di kasih link terus saya buka ,trus saya isi saldo di dana tiba2 dana di kirim ke bank sea bank atas nama marwan ...saya sangat kecewa dna yg bukan saya kirim kagak bsa balik",1
terbaik,5
bagus,4
makasi,5
sangat membantu dan fleksible,5
mantap,4
bagus,5
bauk,5
sangat puas,5
bagus,5
apakah tidak menyediakan dana pinjam,4
dengan DANA memudahkan transaksi Thanks DANA,5
duhh gimana ko dana sekarang ada kode utp sih masalah nya nomor saya hilang terus udah ga aktif belum sempet ganti no baru tolong dong min dana bantuinn transfer akun lebih di permudahkan lagi sekarang login jngn pke kode utp pliss mohon bangetttt masalahnya saya masih ada saldo dan ada dana ccil,2
mantap,5
bugnya parah banget,5
sangat membatu,5
tlol suka ngebug,1
mantap sangat membantu sekali,5
lebih cepat TF nya TPI sayang dana cicil nya GK muvul.saya kasi bintang 4 dulu,4
"aplikasi yang lepas tanggung jawab, tidak memberikan solusi bagi pengguna yang mendapatkan trobel, keamanan yang sangat Buruk",1
"CS tidak solutif, cht lewat Diana ber tele2..vermuk gagal terus mana saldo banyak .. kenapa jelek banget sistemnya.. harus vermuk gimana..udah terang jelas masih aja gamau parah.. tetep gabisa masuk ke akun sndiri emang paling aman nyimpen duit jngan di e-wallet CS nya gampang ghosting",2
memudahkan transaksi kemana saja,5
sangat terbantu dgn apk ini,5
riwayat transaksi eror terus,3
